x,y,label
5.819991287564141,6.830522170387242,1
9.413669012702467,2.643272242750323,0
5.383447993330133,3.1755489388757296,1
5.3656801357708925,1.5874858019476323,0
6.4043921210364125,0.36799400400117976,0
2.370620769846632,7.165401940019428,1
6.52587340560102,5.5096441551355255,1
7.580877400853739,2.2169714837682317,0
0.6130406577344227,4.930716083141704,0
8.509971200521644,6.96040961424093,1
5.2027511474056904,1.3064525602570232,0
2.215584993859303,7.128798566671936,1
4.9399081924451895,1.5256560468381297,1
7.397700265661503,6.9438301375355085,1
0.9995185577451304,5.017159168522074,0
2.2182330217467783,9.57040453732577,1
3.170409113172379,2.4148906062179396,0
6.104850673417886,5.093898836159924,1
6.753056286674841,3.4036377813972996,0
0.45114745709278536,9.301819287447707,1
3.303178857754252,0.9147023552697853,0
5.157556762880513,2.0418863964200415,0
1.186773670788449,5.059200134248644,0
9.757360243896606,0.9184801608002957,0
4.63675714681501,4.1666941096254835,1
1.7217066368292422,6.7243680275667845,1
9.66296887260419,9.83894663776167,1
6.830489532424546,9.051863233669755,1
0.9278545412673944,7.044290335500783,0
6.643135403273876,3.6947104618125284,0
4.753056178836042,5.719608378081387,1
1.505982872430035,4.8326248208841704,0
3.599326754648052,9.919294092179923,1
4.210549129957121,1.1671856067595932,0
4.493615021437886,7.120010268320515,1
4.970906618065981,6.228591700219328,1
0.671666688477669,9.441151154965281,1
0.9035887670141796,8.141311607656277,1
4.7188071242948935,4.350862411039177,1
2.2173798763709893,5.55970991040175,1
7.61139701990353,4.95300616385842,0
3.7673400787487643,0.7726603025365364,0
9.92807957270445,1.292510889476195,0
3.2978537955150244,6.490970117635326,1
4.670423501332346,6.9421705968799134,1
1.7534651145392188,0.5429108774791258,0
1.48438989920058,9.918953187295983,1
9.90809765551122,7.2511568882297714,0
4.118434403009737,6.686947628434194,1
5.081673558128751,0.71587302151916,0
8.42154655516872,3.311994068062111,0
4.742425814253865,3.372729722892658,1
4.021380749035539,6.647950936235841,1
5.87644572177712,9.086177725150119,1
3.2231971814342186,0.08714697326733689,0
3.0094869178093973,1.8172956781192617,0
1.919211614110854,9.152612515440707,1
4.028796085076296,0.09435727627650548,0
6.776586736128575,0.6162399837761201,0
8.767107972646194,4.6560851000693315,0
8.606304013961301,1.5911774709047277,0
6.537304725769206,4.337493594431741,1
5.031785267248878,7.398946312315235,1
4.825725085872939,1.6274971929985638,0
5.913626097517097,9.53966717146887,1
6.177859363885542,1.0269439015064263,0
8.75746016359647,2.8696393661233452,0
6.981446411508566,2.3903974215135615,0
8.163570725758271,7.437761832661044,1
7.3113597665279535,8.862183133894039,1
7.2837496574640905,1.6491540860861353,0
5.629822420663771,7.688172932641589,1
8.32259801395201,4.805598907989182,0
7.625321470706523,2.84005816335823,0
2.4420500076588825,1.7446214376057456,0
4.969795604601278,0.792334890069597,0
4.820307595863506,0.0923892141851268,0
1.7791248829614448,2.6117208401659076,0
6.777086144544695,8.972836675331015,1
2.121474075233014,0.8674576828800407,0
6.845620733936773,9.997148510628929,1
7.914514878076223,9.327460760074581,1
0.8444432113988909,8.870390203305528,1
6.3828702391254355,1.961203551445122,0
3.14749618564381,3.7511365307557023,0
4.793695641245403,4.716027791651481,1
7.936726242564269,1.1074014027269186,0
9.580925791606496,4.48686718591796,0
6.176602401699961,0.6375173641730303,0
2.066298260523869,8.041713344029736,1
6.6331527937270005,9.107746396815976,1
1.0914399676573494,6.553068500072905,0
3.205840624499061,7.262085234239565,1
0.4566228543670614,8.957944968462817,0
9.711351518023278,2.2619589995452882,0
6.491015991871399,2.2884650080776794,0
2.989436511189055,1.0736584968653018,0
8.585979199113824,8.518678557465444,1
3.0132035766261533,1.041430126970253,0
4.772329099757965,7.468576231363655,1
2.868355546801522,9.981530006126928,1
5.3743757335397655,9.46786861514653,1
6.590040659703221,2.827507059853085,0
9.356836393980425,9.45079385371402,1
9.758975403678964,7.7470259301122715,0
2.885530069609521,2.015895108623631,0
4.201628545246386,9.892352490177421,1
1.1570416730942945,1.647061404908643,0
7.739394386376563,1.9051972698740283,0
8.49730191401227,0.4334227704126392,0
4.063868614400706,2.7420240229339985,0
9.912446281400278,7.589852272222355,0
6.072114304940721,0.6941653144936555,0
9.43382351277853,1.8873255434296254,0
5.543990233797636,8.626641257530911,1
3.8637393626466396,8.733737525606601,1
9.460244535580951,3.2717085847590575,0
4.667529259189401,9.471414668162195,1
6.375887004784591,8.135265495805395,1
9.229434198401748,5.759192763227661,0
8.274408525087471,2.4952264697243898,0
8.291504903457502,8.774625257433229,1
7.649988574160256,5.861369551739308,1
9.82987171535907,1.1321728300705158,0
8.22213546093807,6.632380285105512,1
4.388784397520523,3.5711559589661857,1
0.44649088974278883,2.5037659898982314,0
8.038827403088735,3.7112755655273166,0
0.7815613988538828,0.7528376627828726,0
5.125529125411054,7.275570523545992,1
0.8448089567707195,8.901625575970753,1
6.4877490388855446,8.17102850332752,1
7.7579108643709045,7.108876827294898,1
9.687523213615988,3.8420800320449287,0
4.347597468090462,7.961487586478277,1
5.9227495044440435,2.6660570704917763,0
2.6331728225648554,4.325784299581542,0
6.7009317414857055,4.630153497363296,0
5.1585943798612,1.0313885273027246,0
8.662757734159724,3.78934411475472,0
5.876349746530431,6.773546291151085,1
7.461335557293095,0.19549971642973007,0
9.990400175055532,5.419462321933647,0
2.299480178186324,5.315802109973148,1
